the_geom
"MULTIPOLYGON (((-87.663607 41.757677, -87.663297 41.757682, -87.66237 41.757699, -87.662061 41.757705, -87.661404 41.75771, -87.660367 41.757718, -87.659433 41.757727, -87.658777 41.757734, -87.658776 41.757703, -87.658775 41.757672, -87.658767 41.757363, -87.65874 41.756253, -87.658731 41.755883, -87.658721 41.755519, -87.658693 41.754428, -87.658684 41.754065, -87.658673 41.753701, -87.658648 41.752773, -87.658643 41.752611, -87.658634 41.752248, -87.658624 41.751883, -87.658602 41.750953, -87.658598 41.75079, -87.65859 41.750426, -87.658832 41.750422, -87.659558 41.750412, -87.659801 41.750409, -87.659882 41.750407, -87.660124 41.750403, -87.660206 41.750402, -87.660367 41.750399, -87.660852 41.750392, -87.661014 41.750391, -87.661176 41.750388, -87.661661 41.750381, -87.661824 41.750379, -87.661904 41.750377, -87.662146 41.750373, -87.662227 41.750372, -87.662469 41.75037, -87.662826 41.750369, -87.663138 41.750367, -87.663195 41.750365, -87.663437 41.750357, -87.663447 41.750594, -87.663449 41.75072, -87.663457 41.751071, -87.663473 41.75181, -87.663481 41.752174, -87.66349 41.752537, -87.663517 41.75363, -87.663526 41.753994, -87.663535 41.754358, -87.663559 41.755295, -87.663563 41.75545, -87.663575 41.755814, -87.66358 41.756072, -87.663597 41.756848, -87.6636 41.756957, -87.663599 41.757107, -87.6636 41.757221, -87.663605 41.757562, -87.663607 41.757639, -87.663607 41.757677)))"
"MULTIPOLYGON (((-87.739984 41.868939, -87.739948 41.868945, -87.739894 41.868963, -87.73986 41.868975, -87.739767 41.869006, -87.739232 41.869154, -87.739117 41.869186, -87.739066 41.869201, -87.738901 41.869247, -87.738671 41.869311, -87.737984 41.869503, -87.737755 41.869568, -87.737711 41.869579, -87.73758 41.869616, -87.737537 41.869629, -87.737316 41.869689, -87.736655 41.869872, -87.736435 41.869933, -87.73617 41.870006, -87.735376 41.870228, -87.735112 41.870302, -87.734624 41.870436, -87.73316 41.870842, -87.732673 41.870977, -87.732652 41.870922, -87.732644 41.870772, -87.732632 41.870535, -87.73262 41.870237, -87.732616 41.870147, -87.732609 41.869939, -87.732603 41.86975, -87.732602 41.869702, -87.732596 41.869465, -87.732587 41.869232, -87.732585 41.869186, -87.732578 41.868999, -87.732094 41.869006, -87.731676 41.869013, -87.730773 41.869027, -87.730645 41.869027, -87.730468 41.869029, -87.730162 41.869031, -87.729673 41.869036, -87.728206 41.869054, -87.727718 41.869061, -87.727231 41.869067, -87.727043 41.86907, -87.726368 41.869078, -87.725828 41.869084, -87.725773 41.869084, -87.725287 41.869089, -87.725284 41.868982, -87.725275 41.868661, -87.725273 41.868589, -87.725272 41.868555, -87.722812 41.868591, -87.720198 41.868623, -87.7202 41.868678, -87.7202 41.868693, -87.720207 41.868904, -87.72021 41.868975, -87.720239 41.869869, -87.719975 41.869877, -87.719645 41.869889, -87.719354 41.869897, -87.717969 41.869941, -87.716594 41.869927, -87.716382 41.869929, -87.715771 41.869935, -87.715746 41.869935, -87.715535 41.869943, -87.715295 41.86995, -87.715047 41.869952, -87.713584 41.869968, -87.713444 41.86997, -87.71327 41.869972, -87.713097 41.869974, -87.712747 41.869978, -87.712609 41.869979, -87.712397 41.869982, -87.711886 41.869988, -87.711374 41.869994, -87.711147 41.869997, -87.711017 41.869999, -87.71066 41.870004, -87.71017 41.870009, -87.708703 41.870027, -87.708214 41.870033, -87.707729 41.870038, -87.706736 41.870051, -87.706274 41.870057, -87.706034 41.87006, -87.70579 41.870053, -87.705781 41.86987, -87.705762 41.869317, -87.705756 41.869133, -87.705753 41.869064, -87.705748 41.868921, -87.705746 41.868857, -87.705744 41.868788, -87.705743 41.868757, -87.705741 41.868699, -87.70574 41.868675, -87.70573 41.868337, -87.705727 41.868225, -87.705714 41.867861, -87.705712 41.867788, -87.705697 41.867351, -87.705683 41.866878, -87.705679 41.866769, -87.705669 41.866405, -87.705911 41.866402, -87.70664 41.866394, -87.706883 41.866392, -87.707126 41.866389, -87.707858 41.866381, -87.708102 41.866379, -87.708346 41.866376, -87.709078 41.866367, -87.709323 41.866365, -87.709567 41.866361, -87.710298 41.866352, -87.710543 41.866349, -87.71103 41.866343, -87.712494 41.866325, -87.712982 41.86632, -87.713469 41.866314, -87.714933 41.866295, -87.715421 41.86629, -87.715663 41.866289, -87.716392 41.866285, -87.716635 41.866285, -87.716878 41.866281, -87.71761 41.866271, -87.717854 41.866269, -87.718188 41.866265, -87.718281 41.866264, -87.718708 41.866258, -87.718794 41.866257, -87.71916 41.866252, -87.719192 41.866251, -87.719527 41.866248, -87.719646 41.866246, -87.720003 41.866241, -87.720123 41.86624, -87.720401 41.866236, -87.72045 41.866236, -87.720776 41.866231, -87.720903 41.86623, -87.72121 41.866226, -87.721237 41.866225, -87.721516 41.866222, -87.721759 41.866218, -87.722491 41.866208, -87.722735 41.866206, -87.722977 41.866202, -87.723704 41.866192, -87.723947 41.86619, -87.724191 41.866186, -87.724925 41.866175, -87.72517 41.866172, -87.725413 41.866168, -87.726145 41.866158, -87.726389 41.866155, -87.726635 41.866151, -87.727372 41.86614, -87.727619 41.866137, -87.727862 41.866133, -87.728591 41.866122, -87.728835 41.866119, -87.72908 41.866115, -87.729818 41.866105, -87.730064 41.866102, -87.730308 41.866098, -87.731043 41.866087, -87.731288 41.866084, -87.731529 41.86608, -87.732254 41.86607, -87.732496 41.866067, -87.732743 41.866063, -87.733485 41.866053, -87.733733 41.86605, -87.733979 41.866046, -87.734718 41.866036, -87.734965 41.866033, -87.735452 41.866025, -87.736916 41.866003, -87.737404 41.865997, -87.737744 41.865992, -87.738766 41.865976, -87.739107 41.865972, -87.739272 41.865969, -87.73973 41.865963, -87.739767 41.865962, -87.739932 41.86596, -87.739937 41.866434, -87.739952 41.867858, -87.739957 41.868333, -87.739962 41.868454, -87.739978 41.868817, -87.739984 41.868939)))"
"MULTIPOLYGON (((-87.705669 41.866405, -87.705424 41.86641, -87.705279 41.866413, -87.70469 41.866419, -87.704446 41.866422, -87.704202 41.866423, -87.703472 41.866428, -87.703229 41.86643, -87.703163 41.86643, -87.702933 41.866431, -87.702792 41.866432, -87.702244 41.866439, -87.702015 41.866443, -87.701769 41.866445, -87.701033 41.866453, -87.700788 41.866456, -87.700545 41.866458, -87.699816 41.866467, -87.699574 41.86647, -87.699328 41.866472, -87.698592 41.866479, -87.698347 41.866482, -87.698103 41.866483, -87.697372 41.866492, -87.697129 41.866496, -87.696884 41.866498, -87.696151 41.866508, -87.695907 41.866511, -87.695904 41.866335, -87.695903 41.866265, -87.695885 41.86581, -87.695879 41.865636, -87.695863 41.865023, -87.695853 41.864639, -87.69581 41.863185, -87.695793 41.862573, -87.695786 41.86237, -87.695768 41.861764, -87.695762 41.861562, -87.69576 41.861513, -87.695759 41.861461, -87.695757 41.861389, -87.695756 41.861366, -87.695755 41.861317, -87.695753 41.861246, -87.695751 41.861175, -87.695747 41.861077, -87.695734 41.860648, -87.695725 41.860361, -87.695718 41.860122, -87.695692 41.859221, -87.695648 41.857387, -87.695649 41.857194, -87.695569 41.855552, -87.695744 41.855558, -87.698965 41.855509, -87.699014 41.855508, -87.699163 41.855505, -87.699213 41.855505, -87.699842 41.855496, -87.699938 41.855494, -87.700472 41.855488, -87.701655 41.85547, -87.702113 41.855463, -87.702838 41.855452, -87.702929 41.855451, -87.702923 41.85527, -87.702922 41.855221, -87.702916 41.854991, -87.70291 41.85477, -87.702908 41.85473, -87.702903 41.85455, -87.7029 41.854476, -87.702894 41.854256, -87.702892 41.854183, -87.702891 41.854131, -87.702889 41.854106, -87.70288 41.853878, -87.702877 41.853802, -87.703117 41.853746, -87.703178 41.853733, -87.70348 41.853664, -87.703666 41.853624, -87.703771 41.853611, -87.703844 41.853612, -87.704014 41.853616, -87.704091 41.853611, -87.704216 41.853603, -87.704334 41.8536, -87.704699 41.853592, -87.705063 41.853586, -87.705187 41.853585, -87.705307 41.853587, -87.70531 41.853696, -87.705319 41.854026, -87.70532 41.854059, -87.705322 41.854136, -87.705323 41.854179, -87.705328 41.854391, -87.70535 41.855159, -87.705358 41.855415, -87.705372 41.855927, -87.705394 41.856724, -87.705413 41.857276, -87.705415 41.857333, -87.705417 41.857391, -87.705418 41.857465, -87.705421 41.857564, -87.705425 41.857736, -87.705426 41.85779, -87.705427 41.857844, -87.705429 41.857911, -87.70543 41.857978, -87.705262 41.858041, -87.705208 41.858059, -87.7048 41.858204, -87.704539 41.858291, -87.704316 41.858367, -87.704038 41.858461, -87.703523 41.858643, -87.703216 41.858753, -87.703053 41.858813, -87.702939 41.858841, -87.702941 41.858895, -87.702943 41.858945, -87.702946 41.85903, -87.702946 41.859059, -87.702948 41.859114, -87.703337 41.85911, -87.703449 41.859108, -87.703726 41.859105, -87.704296 41.859098, -87.704866 41.859091, -87.704954 41.85909, -87.705161 41.859088, -87.705456 41.859084, -87.705462 41.859311, -87.705463 41.859339, -87.705485 41.859789, -87.705488 41.859994, -87.705492 41.860222, -87.705495 41.860359, -87.705507 41.860773, -87.705511 41.860911, -87.705514 41.860989, -87.70552 41.861123, -87.705521 41.861226, -87.705522 41.861305, -87.70553 41.861545, -87.705531 41.861576, -87.70554 41.861848, -87.705542 41.861929, -87.705543 41.862123, -87.705548 41.862269, -87.705557 41.86251, -87.705557 41.862534, -87.70556 41.862606, -87.705561 41.862631, -87.705563 41.862697, -87.705569 41.862895, -87.705571 41.862962, -87.705578 41.863173, -87.705582 41.863284, -87.705586 41.863383, -87.705588 41.863477, -87.70559 41.863571, -87.705602 41.864072, -87.705606 41.864251, -87.705614 41.864574, -87.705624 41.86494, -87.705634 41.865248, -87.705655 41.865922, -87.705658 41.866038, -87.705662 41.866164, -87.705669 41.866405)))"
"MULTIPOLYGON (((-87.690878 41.866563, -87.690791 41.866563, -87.690778 41.866564, -87.690531 41.866566, -87.69051 41.866567, -87.690475 41.866568, -87.690445 41.866568, -87.690335 41.86657, -87.690191 41.866571, -87.689431 41.866578, -87.689178 41.866581, -87.689037 41.866581, -87.688614 41.866585, -87.688474 41.866587, -87.687986 41.866592, -87.687187 41.866601, -87.686603 41.866605, -87.686525 41.866606, -87.68632 41.866609, -87.686038 41.866613, -87.685757 41.866616, -87.685448 41.866621, -87.684915 41.866628, -87.684858 41.866629, -87.684746 41.86663, -87.684635 41.866632, -87.684008 41.866641, -87.683957 41.866641, -87.683806 41.866643, -87.683756 41.866645, -87.683656 41.866646, -87.68359 41.866647, -87.6831 41.866654, -87.682976 41.866656, -87.682363 41.866665, -87.681753 41.866674, -87.681632 41.866675, -87.681143 41.866682, -87.68108 41.866683, -87.680968 41.866684, -87.680446 41.866691, -87.680272 41.866694, -87.680087 41.866697, -87.679532 41.866705, -87.679348 41.866709, -87.679217 41.866711, -87.679029 41.866714, -87.678824 41.866717, -87.678694 41.866719, -87.678574 41.86672, -87.678215 41.866724, -87.678096 41.866726, -87.677726 41.866731, -87.676619 41.866749, -87.67625 41.866755, -87.676172 41.866755, -87.675941 41.866759, -87.675864 41.86676, -87.675461 41.866765, -87.675318 41.866767, -87.674773 41.866775, -87.674255 41.866781, -87.673853 41.866788, -87.673727 41.86679, -87.673654 41.866791, -87.673251 41.866796, -87.673118 41.866798, -87.672509 41.866806, -87.67193 41.866814, -87.671825 41.866815, -87.67135 41.866823, -87.671105 41.866826, -87.670371 41.866837, -87.670127 41.866841, -87.669991 41.866842, -87.669587 41.866848, -87.669497 41.86685, -87.669452 41.86685, -87.669402 41.866851, -87.669342 41.866851, -87.669012 41.866857, -87.668903 41.866859, -87.668399 41.866856, -87.668287 41.866856, -87.667815 41.866853, -87.667671 41.866852, -87.667043 41.866854, -87.666887 41.866854, -87.666414 41.866855, -87.666384 41.866855, -87.666349 41.866855, -87.666329 41.866855, -87.666055 41.866856, -87.665996 41.866856, -87.665943 41.866856, -87.665582 41.866859, -87.665071 41.866861, -87.664816 41.866863, -87.664745 41.866864, -87.664598 41.866866, -87.664157 41.866874, -87.664011 41.866877, -87.663909 41.866878, -87.663606 41.866884, -87.663505 41.866886, -87.663203 41.86689, -87.6623 41.866906, -87.661999 41.866911, -87.661913 41.866912, -87.661765 41.866915, -87.661656 41.866915, -87.661571 41.866916, -87.661081 41.866923, -87.659613 41.866948, -87.659124 41.866957, -87.658879 41.86696, -87.658144 41.866972, -87.6579 41.866977, -87.657656 41.86698, -87.656924 41.866993, -87.656681 41.866997, -87.656678 41.866825, -87.656678 41.866801, -87.656674 41.866605, -87.656672 41.866359, -87.656669 41.866312, -87.65666 41.866141, -87.656652 41.865999, -87.656648 41.86587, -87.656639 41.865573, -87.656635 41.865432, -87.65663 41.865266, -87.656629 41.865232, -87.656606 41.86432, -87.65658 41.863421, -87.656578 41.863384, -87.656575 41.863274, -87.656574 41.863238, -87.656554 41.862513, -87.656541 41.862063, -87.656529 41.861606, -87.656526 41.861494, -87.656524 41.861378, -87.656519 41.861159, -87.656519 41.861149, -87.656517 41.861048, -87.656513 41.860867, -87.656512 41.860815, -87.656511 41.860795, -87.65651 41.860732, -87.656509 41.860648, -87.656507 41.860584, -87.656498 41.860326, -87.656497 41.860295, -87.656492 41.860146, -87.656489 41.860069, -87.656482 41.859856, -87.656481 41.859841, -87.656479 41.859765, -87.656724 41.859761, -87.656786 41.85976, -87.657092 41.859756, -87.657398 41.859752, -87.657459 41.85975, -87.657705 41.859747, -87.657949 41.859742, -87.65801 41.859741, -87.658315 41.859735, -87.658621 41.85973, -87.658682 41.859729, -87.658927 41.859726, -87.659055 41.859724, -87.659442 41.859718, -87.659571 41.859717, -87.659931 41.859711, -87.659968 41.859711, -87.660364 41.859705, -87.660869 41.859696, -87.661013 41.859693, -87.661374 41.859688, -87.66163 41.859684, -87.66186 41.859679, -87.661886 41.859679, -87.662847 41.859663, -87.663321 41.859655, -87.663808 41.859647, -87.664286 41.859638, -87.665719 41.859614, -87.665828 41.859613, -87.665907 41.859611, -87.666198 41.859607, -87.666335 41.859605, -87.666746 41.8596, -87.666884 41.859599, -87.667248 41.859594, -87.668341 41.859581, -87.668706 41.859578, -87.668819 41.859576, -87.66916 41.859573, -87.669201 41.859573, -87.669274 41.859572, -87.669647 41.859566, -87.669943 41.859562, -87.670612 41.859553, -87.670769 41.85955, -87.670878 41.859548, -87.671143 41.859542, -87.671343 41.859534, -87.671634 41.85953, -87.672377 41.859522, -87.673079 41.859513, -87.673107 41.859513, -87.673599 41.859517, -87.673836 41.859495, -87.674549 41.859431, -87.674787 41.859411, -87.675038 41.859386, -87.67579 41.859311, -87.676042 41.859286, -87.676531 41.859217, -87.678001 41.85901, -87.678491 41.858942, -87.67905 41.858904, -87.680726 41.85879, -87.681286 41.858752, -87.681462 41.858754, -87.681993 41.85876, -87.68217 41.858763, -87.682902 41.858883, -87.685101 41.859245, -87.685834 41.859366, -87.68631 41.859358, -87.687421 41.859342, -87.68774 41.85934, -87.687904 41.859339, -87.688073 41.859338, -87.688217 41.859337, -87.688203 41.859372, -87.688162 41.859477, -87.688149 41.859513, -87.688142 41.859839, -87.688125 41.860817, -87.688119 41.861144, -87.688143 41.861708, -87.688185 41.862686, -87.68824 41.862908, -87.688289 41.863061, -87.688388 41.863272, -87.688445 41.863345, -87.688625 41.863576, -87.688747 41.863693, -87.688821 41.863765, -87.688851 41.863787, -87.688941 41.863854, -87.688972 41.863877, -87.689485 41.864316, -87.689552 41.864374, -87.689956 41.864753, -87.690136 41.864974, -87.690407 41.865354, -87.690574 41.865602, -87.69065 41.86578, -87.690702 41.865919, -87.690782 41.866141, -87.690828 41.866323, -87.690878 41.866563)))"
"MULTIPOLYGON (((-87.70504 41.844518, -87.704794 41.844519, -87.704733 41.84452, -87.704426 41.844523, -87.704118 41.844527, -87.704056 41.844527, -87.703811 41.844531, -87.703565 41.844534, -87.703502 41.844535, -87.703194 41.844539, -87.702829 41.844542, -87.702675 41.844544, -87.702584 41.844552, -87.70234 41.844572, -87.702303 41.844576, -87.701607 41.844582, -87.701363 41.844585, -87.701119 41.844588, -87.700805 41.844593, -87.70039 41.844602, -87.700289 41.844605, -87.700148 41.844613, -87.700144 41.844379, -87.700137 41.844252, -87.700015 41.844292, -87.699864 41.844334, -87.69966 41.844392, -87.699357 41.84447, -87.69905 41.844536, -87.698695 41.844586, -87.697694 41.844658, -87.697198 41.844664, -87.69585 41.844681, -87.69571 41.844681, -87.695557 41.844683, -87.695215 41.844692, -87.695104 41.844694, -87.694925 41.844699, -87.694771 41.8447, -87.694661 41.844701, -87.694286 41.844705, -87.693165 41.844717, -87.692791 41.844722, -87.692294 41.84473, -87.691797 41.844737, -87.691068 41.844746, -87.690829 41.844749, -87.690339 41.844756, -87.689794 41.844764, -87.688938 41.844778, -87.688159 41.844787, -87.688008 41.844789, -87.687796 41.844792, -87.687668 41.844794, -87.687615 41.844794, -87.687612 41.844784, -87.687606 41.844756, -87.687604 41.844747, -87.687556 41.844527, -87.687512 41.844325, -87.687465 41.843964, -87.687457 41.843863, -87.687442 41.84364, -87.687471 41.842963, -87.687558 41.840935, -87.687588 41.840259, -87.687594 41.839881, -87.687611 41.838747, -87.687618 41.83837, -87.687617 41.838333, -87.687617 41.838225, -87.687617 41.838189, -87.687617 41.838073, -87.687617 41.837725, -87.687617 41.83761, -87.687614 41.837515, -87.687606 41.837232, -87.687604 41.837138, -87.687602 41.83712, -87.687585 41.837005, -87.687556 41.836798, -87.687529 41.836609, -87.687511 41.836477, -87.687499 41.836348, -87.687464 41.835961, -87.687453 41.835832, -87.687453 41.835591, -87.687453 41.834871, -87.687454 41.834784, -87.687449 41.834632, -87.687581 41.83459, -87.687976 41.834465, -87.688109 41.834424, -87.688232 41.834385, -87.688603 41.834268, -87.688727 41.83423, -87.688943 41.834162, -87.689976 41.833844, -87.690256 41.833759, -87.69074 41.833611, -87.692431 41.833082, -87.692907 41.832933, -87.69372 41.832674, -87.694499 41.832427, -87.694796 41.832332, -87.694868 41.83231, -87.694967 41.832279, -87.69524 41.832193, -87.695473 41.832119, -87.696992 41.831639, -87.697499 41.83148, -87.698503 41.831163, -87.699661 41.830798, -87.700628 41.830493, -87.701519 41.830217, -87.702272 41.829984, -87.702525 41.829904, -87.702949 41.829769, -87.704088 41.829408, -87.704221 41.829366, -87.704521 41.829272, -87.704589 41.829251, -87.704646 41.829233, -87.704647 41.829261, -87.704649 41.829327, -87.704651 41.829363, -87.704651 41.829392, -87.704654 41.829463, -87.704654 41.829475, -87.704667 41.829872, -87.70467 41.82994, -87.704614 41.830014, -87.704615 41.830053, -87.704619 41.830173, -87.704621 41.830213, -87.704622 41.830261, -87.704625 41.830319, -87.704626 41.830338, -87.704628 41.830407, -87.70463 41.830456, -87.704635 41.830615, -87.704653 41.831093, -87.704658 41.831224, -87.704659 41.831253, -87.704662 41.831401, -87.704664 41.831442, -87.704669 41.831631, -87.70467 41.831672, -87.704672 41.831845, -87.704674 41.831994, -87.704675 41.832164, -87.704676 41.83219, -87.704688 41.832677, -87.704691 41.832778, -87.704694 41.832848, -87.704694 41.832868, -87.704698 41.833008, -87.704713 41.833491, -87.704718 41.833632, -87.704719 41.833652, -87.704719 41.833678, -87.704733 41.834019, -87.704733 41.834053, -87.704763 41.835258, -87.704765 41.835309, -87.704777 41.83566, -87.704785 41.835912, -87.704786 41.835974, -87.704813 41.836918, -87.704823 41.837233, -87.704833 41.837597, -87.704863 41.838692, -87.704874 41.839057, -87.704877 41.839161, -87.704888 41.839476, -87.704892 41.839581, -87.704899 41.83984, -87.704922 41.840617, -87.70493 41.840877, -87.70494 41.841241, -87.704973 41.842333, -87.704984 41.842697, -87.704996 41.843061, -87.705018 41.843703, -87.70503 41.844153, -87.70504 41.844518)))"
"MULTIPOLYGON (((-87.705756 41.869133, -87.705434 41.869136, -87.705268 41.869137, -87.705112 41.869139, -87.704214 41.869151, -87.703804 41.869156, -87.703317 41.869163, -87.702827 41.869167, -87.701358 41.869183, -87.700869 41.869189, -87.70038 41.869195, -87.698914 41.869214, -87.6987 41.869217, -87.698426 41.869218, -87.697936 41.869223, -87.697506 41.869228, -87.696587 41.869238, -87.696468 41.869239, -87.696306 41.869242, -87.695979 41.869233, -87.695977 41.869166, -87.695973 41.868968, -87.695973 41.86893, -87.695972 41.868902, -87.695971 41.868872, -87.695969 41.868814, -87.695968 41.868788, -87.695959 41.868446, -87.695956 41.868332, -87.695944 41.867967, -87.695936 41.867673, -87.695916 41.867014, -87.695914 41.866954, -87.695913 41.866894, -87.695912 41.866875, -87.69591 41.866702, -87.695907 41.866511, -87.696151 41.866508, -87.696884 41.866498, -87.697129 41.866496, -87.697372 41.866492, -87.698103 41.866483, -87.698347 41.866482, -87.698592 41.866479, -87.699328 41.866472, -87.699574 41.86647, -87.699816 41.866467, -87.700545 41.866458, -87.700788 41.866456, -87.701033 41.866453, -87.701769 41.866445, -87.702015 41.866443, -87.702244 41.866439, -87.702792 41.866432, -87.702933 41.866431, -87.703163 41.86643, -87.703229 41.86643, -87.703472 41.866428, -87.704202 41.866423, -87.704446 41.866422, -87.70469 41.866419, -87.705279 41.866413, -87.705424 41.86641, -87.705669 41.866405, -87.705679 41.866769, -87.705683 41.866878, -87.705697 41.867351, -87.705712 41.867788, -87.705714 41.867861, -87.705727 41.868225, -87.70573 41.868337, -87.70574 41.868675, -87.705741 41.868699, -87.705743 41.868757, -87.705744 41.868788, -87.705746 41.868857, -87.705748 41.868921, -87.705753 41.869064, -87.705756 41.869133)))"
"MULTIPOLYGON (((-87.659361 41.779543, -87.659326 41.779543, -87.659221 41.779544, -87.659187 41.779545, -87.658984 41.779547, -87.658376 41.779555, -87.658174 41.779559, -87.657946 41.779562, -87.657621 41.779567, -87.657264 41.779571, -87.657037 41.779574, -87.657015 41.779574, -87.656951 41.779575, -87.65693 41.779576, -87.656692 41.779579, -87.655978 41.779589, -87.655741 41.779593, -87.655493 41.779595, -87.654749 41.779605, -87.654502 41.779608, -87.654491 41.779159, -87.65449 41.779123, -87.654489 41.779084, -87.654488 41.779044, -87.654482 41.778856, -87.654466 41.778246, -87.65446 41.778058, -87.654457 41.777963, -87.654452 41.777792, -87.654442 41.777428, -87.654412 41.776337, -87.654408 41.776217, -87.654406 41.776137, -87.654402 41.775974, -87.654392 41.77561, -87.654392 41.775587, -87.654364 41.774518, -87.654355 41.774154, -87.654345 41.773789, -87.654319 41.77278, -87.654317 41.772697, -87.65431 41.772333, -87.654301 41.771969, -87.654299 41.771879, -87.654287 41.771454, -87.654274 41.770966, -87.654271 41.770877, -87.654261 41.770514, -87.654251 41.770149, -87.654225 41.769176, -87.654221 41.769057, -87.654211 41.768693, -87.654201 41.768328, -87.654172 41.767236, -87.654163 41.766872, -87.654153 41.766508, -87.654125 41.76542, -87.654116 41.765057, -87.654358 41.765052, -87.654722 41.765047, -87.655085 41.765039, -87.655328 41.765035, -87.65557 41.765031, -87.655934 41.765025, -87.656297 41.765019, -87.65654 41.765016, -87.656701 41.765013, -87.657162 41.765006, -87.657187 41.765005, -87.65735 41.765003, -87.657432 41.765002, -87.657679 41.764999, -87.657762 41.764999, -87.658003 41.764995, -87.658725 41.764984, -87.658967 41.764981, -87.658975 41.765345, -87.658978 41.765436, -87.659002 41.766437, -87.659009 41.766723, -87.659014 41.766801, -87.659024 41.767165, -87.659054 41.768185, -87.659055 41.768257, -87.659066 41.768622, -87.659075 41.768986, -87.659078 41.769079, -87.659104 41.770078, -87.659114 41.770442, -87.659124 41.770806, -87.659153 41.771815, -87.659155 41.771898, -87.659166 41.772263, -87.659176 41.772625, -87.659179 41.772717, -87.659206 41.773714, -87.659216 41.774078, -87.659225 41.774442, -87.659253 41.775537, -87.659263 41.775902, -87.659272 41.776266, -87.659301 41.777357, -87.659311 41.777722, -87.659318 41.77798, -87.659324 41.778186, -87.659338 41.778745, -87.659338 41.778757, -87.659339 41.778767, -87.65934 41.778802, -87.659341 41.778837, -87.659342 41.778875, -87.659343 41.778907, -87.659345 41.778981, -87.659346 41.779016, -87.659347 41.779075, -87.659361 41.779543)))"
"MULTIPOLYGON (((-87.711436 41.895507, -87.711297 41.895508, -87.710883 41.895511, -87.710745 41.895513, -87.710639 41.895514, -87.710321 41.895516, -87.710216 41.895518, -87.710154 41.895518, -87.709968 41.89552, -87.709907 41.895521, -87.709725 41.895522, -87.70918 41.895528, -87.708999 41.89553, -87.708851 41.895531, -87.708636 41.895532, -87.707991 41.895539, -87.707777 41.895541, -87.707532 41.895543, -87.7068 41.89555, -87.706556 41.895553, -87.706309 41.895555, -87.705571 41.895562, -87.705326 41.895565, -87.705191 41.895566, -87.704786 41.89557, -87.704652 41.895572, -87.704548 41.895573, -87.704446 41.895574, -87.704237 41.895577, -87.704134 41.895579, -87.703953 41.895582, -87.703901 41.895583, -87.703798 41.895583, -87.703235 41.895585, -87.702846 41.895588, -87.702791 41.895588, -87.702456 41.895592, -87.702405 41.895592, -87.702254 41.895594, -87.702204 41.895595, -87.702116 41.895595, -87.701853 41.895597, -87.701766 41.895599, -87.701742 41.895599, -87.701672 41.8956, -87.701649 41.895601, -87.701301 41.895608, -87.700557 41.895623, -87.700258 41.895625, -87.699911 41.895629, -87.69976 41.89563, -87.699311 41.895634, -87.699161 41.895636, -87.698917 41.895638, -87.698189 41.895646, -87.697946 41.895649, -87.697697 41.89565, -87.697292 41.895654, -87.696951 41.895654, -87.696703 41.895654, -87.696697 41.895467, -87.696696 41.895436, -87.696689 41.895218, -87.696688 41.895176, -87.69668 41.894992, -87.696676 41.894908, -87.696673 41.894809, -87.69667 41.894722, -87.696666 41.894644, -87.696666 41.894628, -87.696669 41.89441, -87.696671 41.894333, -87.696169 41.894132, -87.694666 41.89353, -87.694165 41.89333, -87.693891 41.89322, -87.693069 41.892891, -87.692796 41.892782, -87.69257 41.892692, -87.691893 41.892422, -87.691668 41.892332, -87.691685 41.892212, -87.691736 41.891851, -87.691754 41.891732, -87.691737 41.891504, -87.691686 41.890823, -87.69167 41.890596, -87.691665 41.890548, -87.691652 41.890405, -87.691648 41.890358, -87.691612 41.890021, -87.691507 41.889013, -87.691472 41.888677, -87.691472 41.888615, -87.691473 41.888432, -87.691474 41.888371, -87.692519 41.888358, -87.695654 41.888322, -87.6967 41.88831, -87.696712 41.888309, -87.696751 41.888309, -87.696764 41.888309, -87.697197 41.888298, -87.6985 41.888265, -87.698934 41.888255, -87.699429 41.88825, -87.700916 41.888239, -87.701412 41.888235, -87.701521 41.888233, -87.701848 41.888231, -87.701958 41.888231, -87.702333 41.888227, -87.702712 41.888223, -87.703461 41.888217, -87.703837 41.888214, -87.703862 41.888213, -87.703937 41.888213, -87.703963 41.888213, -87.704169 41.88821, -87.704791 41.888203, -87.704998 41.888201, -87.705029 41.8882, -87.705123 41.8882, -87.705155 41.8882, -87.70539 41.888194, -87.70575 41.888186, -87.706099 41.88818, -87.706335 41.888175, -87.706582 41.888174, -87.707323 41.888172, -87.707571 41.888172, -87.707808 41.888168, -87.70852 41.88816, -87.708758 41.888158, -87.70925 41.888148, -87.710726 41.888121, -87.711219 41.888113, -87.71122 41.888143, -87.71122 41.888162, -87.711223 41.888268, -87.711224 41.88831, -87.711226 41.88836, -87.711233 41.888642, -87.711238 41.8888, -87.711249 41.88924, -87.711256 41.88949, -87.711257 41.889506, -87.711266 41.889773, -87.711267 41.889821, -87.711271 41.889968, -87.711273 41.890017, -87.711274 41.890064, -87.711277 41.890207, -87.711279 41.890255, -87.711288 41.890519, -87.711289 41.890572, -87.711296 41.890783, -87.711311 41.891313, -87.711317 41.891525, -87.711326 41.891843, -87.711337 41.892209, -87.71137 41.893309, -87.711382 41.893676, -87.711392 41.894042, -87.711402 41.89436, -87.711422 41.895044, -87.711424 41.89514, -87.711429 41.895276, -87.711436 41.895507)))"
